U_S_ Total Gasoline Through Company Outlets Price by All Sellers (Dollars per Gallon)_PREDICTION,DEPLOYMENT_APPROVAL_STATUS,Date,"U_S_ Finished Motor Gasoline Stocks at Refineries, Bulk Terminals, and Natural Gas Plants (Thousand Barrels)","U_S_ Reformulated Motor Gasoline Stocks at Refineries, Bulk Terminals, and Natural Gas Plants (Thousand Barrels)","U_S_ Conventional Motor Gasoline Stocks at Refineries, Bulk Terminals, and Natural Gas Plants (Thousand Barrels)",U_S_ Total Gasoline All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),U_S_ Regular Gasoline All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),U_S_ Gasoline Midgrade All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),U_S_ Premium Gasoline All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),U_S_ Aviation Gasoline All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),U_S_ Kerosene_Type Jet Fuel All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),U_S_ Total Gasoline Through Company Outlets Price by All Sellers (Dollars per Gallon),U_S_ Regular Gasoline Through Company Outlets Price by All Sellers (Dollars per Gallon),U_S_ Gasoline Midgrade Through Company Outlets Price by All Sellers (Dollars per Gallon),U_S_ Premium Gasoline Through Company Outlets Price by All Sellers (Dollars per Gallon),U_S_ Aviation Gasoline Retail Sales by Refiners (Dollars per Gallon)
2.4067018211,APPROVED,2007-07-15,74236,962,73274,381336.7,324343.0,20461.4,36532.3,688.3,60293.9,2.499,2.472,2.59,2.691,3.053
2.3171985346,APPROVED,2007-08-15,70303,971,69332,391683.3,332128.6,21115.7,38439.0,714.5,61900.0,2.321,2.294,2.408,2.514,2.823
2.2708936902,APPROVED,2007-09-15,74498,793,73705,375442.7,318898.8,20098.8,36445.1,605.5,58410.4,2.345,2.319,2.424,2.527,2.9
2.3416861282,APPROVED,2007-10-15,70839,741,70098,380390.6,323699.0,20725.0,35966.6,580.8,59576.1,2.343,2.317,2.417,2.549,2.855
2.6747346142,APPROVED,2007-11-15,72375,552,71823,370591.4,317899.7,20002.0,32689.7,515.7,57962.9,2.607,2.583,2.68,2.811,3.067
2.4859736756,APPROVED,2007-12-15,71470,810,70660,362633.1,310256.5,19730.0,32646.6,366.6,56430.3,2.539,2.513,2.609,2.755,2.975
2.6058969212,APPROVED,2008-01-15,77683,517,77166,352153.3,301695.1,19307.7,31150.5,382.2,56294.1,2.57,2.546,2.636,2.778,2.987
2.5210446797,APPROVED,2008-02-15,78908,272,78636,364644.3,312136.8,20262.0,32245.4,442.5,57311.0,2.573,2.548,2.644,2.774,2.954
2.7710443907,APPROVED,2008-03-15,72278,868,71410,364816.2,314357.0,19358.2,31101.1,453.7,57026.3,2.787,2.763,2.854,3.002,3.296
3.1837938552,APPROVED,2008-04-15,70577,960,69617,371623.2,321538.7,19145.7,30938.8,584.3,58367.2,2.98,2.956,3.051,3.195,3.358
3.3244848602,APPROVED,2008-05-15,69727,804,68923,368957.4,320586.2,18626.6,29744.6,587.8,58245.5,3.319,3.298,3.385,3.526,3.615
3.534598233,APPROVED,2008-06-15,69895,914,68981,367346.2,320564.6,18262.2,28519.4,647.5,61190.4,3.565,3.542,3.626,3.802,3.965
3.5672185982,APPROVED,2008-07-15,65575,909,64666,363029.5,315721.4,18169.0,29139.2,631.9,61670.1,3.565,3.541,3.634,3.802,3.929
3.42482934,APPROVED,2008-08-15,62956,976,61980,367087.6,318853.5,17683.7,30550.4,598.0,59060.5,3.275,3.249,3.358,3.51,3.792
3.031777353,APPROVED,2008-09-15,59178,980,58198,350425.3,303754.4,17222.9,29448.0,508.9,54739.6,3.227,3.205,3.286,3.43,3.837
2.5585578598,APPROVED,2008-10-15,61597,726,60871,367401.0,319369.9,17147.9,30883.2,515.4,54131.3,2.544,2.519,2.605,2.802,2.975
1.5804087109,APPROVED,2008-11-15,60652,327,60325,356401.8,308494.9,16493.0,31413.9,424.9,52718.8,1.61,1.583,1.688,1.854,2.23
1.345149942,APPROVED,2008-12-15,61525,495,61030,361649.4,311114.2,17147.8,33387.4,352.2,52319.0,1.222,1.195,1.304,1.442,1.814
1.6287066319,APPROVED,2009-01-15,62992,329,62663,342062.7,295072.4,16171.7,30818.6,373.0,52431.9,1.353,1.329,1.429,1.563,1.857
1.4729870544,APPROVED,2009-02-15,58631,720,57911,355341.5,306780.5,16841.0,31720.0,425.1,52935.1,1.469,1.443,1.551,1.696,1.974
1.5332000836,APPROVED,2009-03-15,57496,587,56909,355900.8,306510.7,16671.3,32718.8,454.4,54803.4,1.51,1.485,1.59,1.726,1.977
1.6035930117,APPROVED,2009-04-15,57199,951,56248,366179.9,315249.7,17346.9,33583.3,470.9,55959.1,1.596,1.57,1.675,1.818,2.15
1.8652450041,APPROVED,2009-05-15,55034,1063,53971,369845.6,318624.9,17456.2,33764.5,497.3,54838.7,1.853,1.829,1.927,2.064,2.423
2.1874235449,APPROVED,2009-06-15,58900,1017,57883,377793.5,326630.4,17345.9,33817.1,608.1,58406.5,2.182,2.157,2.257,2.403,2.707
2.0985066385,APPROVED,2009-07-15,56655,767,55888,375451.2,323101.0,17406.0,34944.3,653.0,57992.0,2.057,2.029,2.136,2.293,2.607
2.0626337369,APPROVED,2009-08-15,56444,564,55880,371446.3,320327.4,17066.2,34052.7,600.6,57002.4,2.153,2.126,2.226,2.393,2.764
2.1165674577,APPROVED,2009-09-15,56759,789,55970,365338.3,315101.5,16536.1,33700.7,601.8,56218.3,2.071,2.041,2.148,2.33,2.684
1.9810304458,APPROVED,2009-10-15,52374,405,51969,360349.5,311558.0,16171.0,32620.5,470.0,54037.5,2.1,2.072,2.174,2.341,2.693
2.2197806163,APPROVED,2009-11-15,55170,358,54812,352940.3,305798.6,15581.8,31559.9,413.5,55020.9,2.18,2.152,2.256,2.419,2.845
2.0507398968,APPROVED,2009-12-15,55254,364,54890,360567.2,312146.4,15896.4,32524.4,350.0,55679.7,2.149,2.121,2.22,2.387,2.799
2.1334387934,APPROVED,2010-01-15,58402,399,58003,335329.3,291030.0,14589.1,29710.2,326.8,50520.5,2.248,2.222,2.321,2.484,2.914
2.1346025044,APPROVED,2010-02-15,53986,410,53576,351848.4,304822.9,15378.3,31647.3,367.2,52052.8,2.191,2.163,2.271,2.424,2.855
2.345977351,APPROVED,2010-03-15,53664,715,52949,362671.7,314555.3,15245.8,32870.6,476.8,55690.6,2.318,2.292,2.394,2.544,3.103
2.40863007,APPROVED,2010-04-15,51149,894,50255,371490.6,321984.4,15616.4,33889.8,552.3,54528.8,2.393,2.368,2.466,2.613,3.201
2.3661317209,APPROVED,2010-05-15,49915,1070,48845,372032.8,321218.2,15880.0,34934.6,527.2,55854.1,2.371,2.344,2.44,2.6,3.129
2.3042361595,APPROVED,2010-06-15,45771,701,45070,379936.0,327477.4,16461.8,35996.9,620.3,57684.0,2.26,2.233,2.33,2.498,2.981
2.237845727,APPROVED,2010-07-15,46872,828,46044,380748.1,327499.2,16724.1,36524.8,604.9,59140.6,2.259,2.231,2.334,2.494,3.028
2.2615161089,APPROVED,2010-08-15,45989,611,45378,379138.6,326677.3,16340.6,36120.7,589.8,59252.0,2.266,2.237,2.346,2.504,2.967
2.2075340347,APPROVED,2010-09-15,45884,439,45445,369443.2,317920.7,15758.2,35764.3,576.6,54803.2,2.244,2.215,2.331,2.471,2.893
2.3179034728,APPROVED,2010-10-15,42651,204,42447,362063.8,312461.4,15361.8,34240.6,702.8,53741.6,2.335,2.308,2.414,2.559,3.0
2.3700896998,APPROVED,2010-11-15,42905,178,42727,357911.7,309414.8,15103.6,33393.3,643.0,53033.8,2.392,2.366,2.467,2.619,3.095
2.5581706276,APPROVED,2010-12-15,40534,255,40279,359633.9,312070.0,15135.7,32428.3,518.3,52933.7,2.525,2.5,2.596,2.748,3.218
2.606459917,APPROVED,2011-01-15,45292,364,44928,333278.7,290045.6,13639.8,29593.3,497.5,52124.9,2.626,2.602,2.705,2.847,3.323
2.7198390496,APPROVED,2011-02-15,42707,210,42497,347283.1,302040.0,14179.5,31063.6,604.6,51657.7,2.73,2.705,2.813,2.956,3.374
3.1772051215,APPROVED,2011-03-15,40431,749,39682,352630.5,309205.9,13404.3,30020.3,639.0,55161.5,,,,,3.767
3.1674011011,APPROVED,2011-04-15,35271,300,34971,353211.1,310205.7,13283.7,29721.7,656.3,55363.7,,,,,4.132
3.2235546,APPROVED,2011-05-15,35918,67,35851,353234.7,309430.2,13407.8,30396.8,700.5,54743.0,,,,,4.091
2.8388571969,APPROVED,2011-06-15,36147,103,36044,363300.9,316259.0,14048.7,32993.3,797.4,55882.5,,,,,3.913
2.799695972,APPROVED,2011-07-15,36369,109,36260,359158.6,312076.5,14181.7,32900.4,838.5,54638.5,,,,,4.027
2.5574219642,APPROVED,2011-08-15,36034,167,35867,370095.5,321552.0,14352.9,34190.6,831.5,55542.9,,,,,3.92
2.7320846598,APPROVED,2011-09-15,37452,170,37282,359636.8,313430.6,13426.6,32779.6,808.5,54212.1,,,,,3.915
2.5029465581,APPROVED,2011-10-15,37002,119,36883,355416.0,309341.9,13366.6,32707.5,662.7,50138.9,,,,,3.697
2.5218931538,APPROVED,2011-11-15,39480,177,39303,355103.6,309150.5,13332.2,32620.9,603.7,50906.0,,,,,3.62
2.3829226274,APPROVED,2011-12-15,39717,175,39542,356700.6,309695.3,13889.2,33116.2,531.0,51042.1,,,,,
2.8931170108,APPROVED,2012-01-15,41507,260,41247,326206.9,283756.4,12721.5,29729.1,661.4,50686.3,,,,,3.732
2.7131038693,APPROVED,2012-02-15,39820,266,39554,343471.6,299148.7,13170.8,31152.0,742.5,51662.6,,,,,
2.9232809684,APPROVED,2012-03-15,35625,273,35352,344305.4,300700.0,13129.9,30475.5,775.2,53755.7,,,,,4.133
2.8730652315,APPROVED,2012-04-15,34264,36,34228,346056.0,301835.8,13187.8,31032.5,764.6,54788.4,,,,,4.313
2.6814516756,APPROVED,2012-05-15,33724,39,33685,353967.2,305996.7,14465.8,33504.7,840.6,54953.7,,,,,
2.7907462929,APPROVED,2012-06-15,34975,31,34944,362301.0,312909.8,14596.1,34795.0,873.1,59833.2,,,,,
2.7173466615,APPROVED,2012-07-15,35348,20,35328,353467.0,304688.1,14207.5,34571.5,935.8,59490.2,,,,,
2.6798022894,APPROVED,2012-08-15,32620,45,32575,360886.1,312469.0,14319.8,34097.3,911.7,58343.6,,,,,4.091
2.7492926264,APPROVED,2012-09-15,32624,38,32586,341115.6,296663.0,12972.1,31480.5,707.7,52548.7,,,,,4.262
2.5863543195,APPROVED,2012-10-15,33409,26,33383,351417.5,306102.3,13510.8,31804.4,622.4,52464.0,,,,,4.064
2.5895399129,APPROVED,2012-11-15,35204,19,35185,344150.9,299004.2,13143.0,32003.7,581.4,52967.2,,,,,3.561
2.1650783916,APPROVED,2012-12-15,37768,43,37725,339377.3,294838.9,12555.9,31982.5,378.9,52673.7,,,,,3.599
2.5126178179,APPROVED,2013-01-15,37300,29,37271,332833.7,289288.7,12355.5,31189.5,474.0,54584.1,,,,,
2.8418507375,APPROVED,2013-02-15,36080,23,36057,341507.9,298450.9,12221.4,30835.6,470.1,54380.1,,,,,4.06
2.7785420759,APPROVED,2013-03-15,33292,38,33254,345879.9,301682.5,12312.9,31884.4,508.9,55382.7,,,,,4.022
2.358719385,APPROVED,2013-04-15,30723,34,30689,351699.1,305095.8,12832.7,33770.6,458.8,58386.8,,,,,3.86
2.5856187767,APPROVED,2013-05-15,30481,44,30437,357563.7,309341.1,12931.4,35291.3,519.7,57380.8,,,,,3.9
2.6025278537,APPROVED,2013-06-15,34087,28,34059,359454.4,311049.4,13086.1,35319.0,648.0,57511.7,,,,,4.191
2.724942583,APPROVED,2013-07-15,34004,29,33975,355964.6,307509.9,13341.5,35113.2,671.9,61022.4,,,,,4.224
2.5554162998,APPROVED,2013-08-15,31496,32,31464,360621.2,311599.3,13089.0,35932.8,624.3,59252.0,,,,,4.298
2.6671692519,APPROVED,2013-09-15,27320,43,27277,344753.3,299742.8,10633.6,34376.9,528.1,55062.2,,,,,3.982
2.5285163424,APPROVED,2013-10-15,25490,40,25450,347905.1,305095.5,7676.1,35133.5,517.1,53861.0,,,,,3.653
2.3743884055,APPROVED,2013-11-15,26044,41,26003,345431.1,303522.5,7179.2,34729.4,473.4,54173.9,,,,,3.674
2.1752924203,APPROVED,2013-12-15,27121,48,27073,339797.8,298499.7,7102.3,34195.8,371.8,53411.6,,,,,3.678
2.3206161745,APPROVED,2014-01-15,27201,39,27162,322546.8,283527.0,6623.9,32395.9,386.7,51820.0,,,,,
2.2200212074,APPROVED,2014-02-15,25511,43,25468,334997.9,294859.9,6782.4,33355.6,353.1,52890.6,,,,,4.142
2.2126195959,APPROVED,2014-03-15,23876,45,23831,340445.2,299774.8,6928.4,33742.0,383.6,53741.5,,,,,
2.4532200593,APPROVED,2014-04-15,21985,43,21942,346400.0,304834.2,7069.6,34496.2,441.1,57167.8,,,,,
2.66984415,APPROVED,2014-05-15,22611,42,22569,354700.0,311101.8,7385.8,36212.4,532.6,56096.6,,,,,
2.4348705308,APPROVED,2014-06-15,20613,42,20571,353345.7,309991.8,7224.3,36129.6,460.6,59012.7,,,,,
2.7332739557,APPROVED,2014-07-15,20747,38,20709,356085.8,312139.5,7317.7,36628.6,651.9,58830.0,,,,,
2.3856088627,APPROVED,2014-08-15,18819,45,18774,355024.7,310606.1,7247.3,37171.3,496.8,59446.6,,,,,
2.3800755148,APPROVED,2014-09-15,18461,47,18414,345832.2,302833.2,6871.4,36127.6,441.8,57417.6,,,,,
2.3076845956,APPROVED,2014-10-15,17167,36,17131,354962.2,310872.0,6927.6,37162.5,482.8,57891.2,,,,,
2.3442656923,APPROVED,2014-11-15,18986,42,18944,347193.7,303847.4,6836.2,36510.1,353.7,57788.2,,,,,
2.3544189408,APPROVED,2014-12-15,20275,38,20237,348016.0,303882.8,6816.8,37316.4,440.8,59197.1,,,,,
2.1529605143,APPROVED,2015-01-15,20608,38,20570,336514.0,293924.2,6451.5,36138.3,321.7,53636.6,,,,,
2.3015648208,APPROVED,2015-02-15,18853,31,18822,350723.3,306888.4,6684.4,37150.5,376.4,56530.6,,,,,
2.2859041674,APPROVED,2015-03-15,17477,34,17443,353325.0,308776.7,6862.0,37686.3,344.2,58574.9,,,,,
2.6958972936,APPROVED,2015-04-15,16848,39,16809,363960.8,316898.6,7084.7,39977.5,519.8,60428.1,,,,,
2.4402630248,APPROVED,2015-05-15,16653,27,16626,363206.7,315598.5,7274.5,40333.7,470.6,59520.8,,,,,
2.5809287078,APPROVED,2015-06-15,16982,44,16938,373640.6,324819.7,7455.8,41365.1,478.3,61808.6,,,,,
2.8362404204,APPROVED,2015-07-15,16666,32,16634,374628.1,324848.8,7622.7,42156.5,636.5,64611.6,,,,,
2.7302745406,APPROVED,2015-08-15,17999,31,17968,371183.0,321781.2,7415.6,41986.1,509.5,61876.6,,,,,
2.3605186794,APPROVED,2015-09-15,19193,39,19154,365649.0,317078.4,7161.0,41409.6,495.3,59251.0,,,,,
2.5430084124,APPROVED,2015-10-15,18047,39,18008,364053.0,316192.1,7029.2,40831.7,558.5,57919.6,,,,,
2.2752676315,APPROVED,2015-11-15,17345,46,17299,357796.9,310742.2,6816.9,40237.8,361.0,58355.5,,,,,
2.315674581,APPROVED,2015-12-15,18133,30,18103,357455.7,310405.7,6806.3,40243.7,343.4,58987.8,,,,,
2.1917939257,APPROVED,2016-01-15,18270,37,18233,342192.8,297423.5,6485.2,38284.2,303.5,54943.8,,,,,
2.1730943638,APPROVED,2016-02-15,19336,40,19296,360546.8,312244.9,6688.6,41613.3,390.9,53752.6,,,,,
2.2291076476,APPROVED,2016-03-15,17564,32,17532,366846.1,318353.6,6842.0,41650.5,405.0,56557.2,,,,,
2.5237158646,APPROVED,2016-04-15,17274,32,17242,370840.6,321434.3,7005.2,42401.1,535.4,56993.6,,,,,
2.3265333391,APPROVED,2016-05-15,17231,50,17181,373972.4,323243.7,7157.2,43571.5,415.8,56938.4,,,,,
2.4455832906,APPROVED,2016-06-15,17040,43,16997,389669.5,336744.5,7501.2,45423.9,485.7,60850.8,,,,,
2.4412013558,APPROVED,2016-07-15,17430,44,17386,385165.4,332122.8,7572.1,45470.5,499.8,60690.0,,,,,
2.7201768572,APPROVED,2016-08-15,17709,48,17661,384718.7,331315.2,7462.0,45941.5,628.9,62722.8,,,,,
2.3393628051,APPROVED,2016-09-15,16520,47,16473,375497.9,324618.1,7116.7,43763.0,448.2,58898.6,,,,,
2.2957631832,APPROVED,2016-10-15,16189,43,16146,373717.8,323875.3,7134.8,42707.7,405.1,57690.9,,,,,
2.3773598978,APPROVED,2016-11-15,17773,44,17729,369832.5,320997.2,6954.9,41880.3,423.7,59103.3,,,,,
2.3016915938,APPROVED,2016-12-15,18401,47,18354,367595.8,319504.8,6884.0,41207.0,427.1,58370.7,,,,,
2.2275910297,APPROVED,2017-01-15,18639,55,18584,343474.5,299303.0,6262.5,37909.0,281.4,55505.5,,,,,
2.3262643221,APPROVED,2017-02-15,16790,55,16735,359386.3,313060.2,6479.4,39846.6,339.4,57074.0,,,,,
2.4051471119,APPROVED,2017-03-15,14545,45,14500,372578.0,323838.9,6759.9,41979.2,396.9,60671.4,,,,,
2.5390272481,APPROVED,2017-04-15,14862,46,14816,375532.7,326227.1,6876.5,42429.1,403.8,64230.5,,,,,
2.5972117168,APPROVED,2017-05-15,15638,46,15592,383905.1,332064.1,7114.1,44726.9,441.8,65088.7,,,,,
2.8674451084,APPROVED,2017-06-15,15758,50,15708,393199.5,340007.2,7350.2,45842.1,608.4,67440.8,,,,,
2.6388920311,APPROVED,2017-07-15,16135,53,16082,383921.1,331043.2,7249.7,45628.2,494.6,67234.2,,,,,
2.8351759358,APPROVED,2017-08-15,16917,47,16870,391955.9,338627.5,7235.1,46093.3,535.1,67159.2,,,,,
2.7136418365,APPROVED,2017-09-15,14174,43,14131,375113.6,326017.7,6518.2,42577.7,498.8,68026.3,,,,,
2.4874822676,APPROVED,2017-10-15,15884,44,15840,380226.4,330753.8,6551.1,42921.4,427.7,63804.9,,,,,
2.5714839582,APPROVED,2017-11-15,17037,47,16990,373371.4,325473.4,6354.9,41543.0,405.9,63977.6,,,,,
2.5488057945,APPROVED,2017-12-15,16798,40,16758,367772.7,320360.4,6267.7,41144.6,443.2,64267.7,,,,,
2.4960134375,APPROVED,2018-01-15,16438,48,16390,346362.5,302431.0,5716.4,38215.1,335.5,63314.3,,,,,
2.5271616052,APPROVED,2018-02-15,16186,45,16141,361349.3,315616.3,6001.4,39731.6,331.5,62971.4,,,,,
2.5134102217,APPROVED,2018-03-15,16234,45,16189,374065.7,326277.4,6001.5,41786.9,350.5,63288.5,,,,,
2.7691006619,APPROVED,2018-04-15,15842,34,15808,374734.3,326987.9,5901.5,41844.9,523.7,61861.1,,,,,
2.6786676369,APPROVED,2018-05-15,16117,36,16081,386016.0,335928.1,6210.6,43877.3,460.0,66803.2,,,,,
2.6884280737,APPROVED,2018-06-15,17295,56,17239,391639.9,341531.5,6360.7,43747.7,481.5,68172.9,,,,,
2.8956966488,APPROVED,2018-07-15,16878,49,16829,383738.2,333828.5,6304.5,43605.3,646.0,67210.8,,,,,
2.8948756031,APPROVED,2018-08-15,16290,44,16246,390031.8,339238.4,6430.2,44363.2,529.1,69132.5,,,,,
2.6812718292,APPROVED,2018-09-15,17056,52,17004,371360.6,323293.6,5988.7,42078.3,455.1,67985.0,,,,,
2.8331108984,APPROVED,2018-10-15,16599,52,16547,378336.5,330899.3,5887.8,41549.4,556.8,64702.4,,,,,
2.5614619116,APPROVED,2018-11-15,16440,47,16393,372857.2,325516.7,5801.8,41538.7,395.8,62798.0,,,,,
2.5243793388,APPROVED,2018-12-15,17801,44,17757,363843.6,317078.7,5611.8,41153.1,362.5,63799.4,,,,,
2.4474915537,APPROVED,2019-01-15,20114,46,20068,342249.4,298218.7,5135.9,38894.8,368.6,60475.4,,,,,
2.5278148379,APPROVED,2019-02-15,17195,31,17164,350079.4,304890.0,5301.9,39887.5,325.3,62621.8,,,,,
2.4882773584,APPROVED,2019-03-15,15527,44,15483,358189.1,311928.0,5512.7,40748.4,392.1,63015.8,,,,,
2.6438856933,APPROVED,2019-04-15,15109,39,15070,368469.3,321233.4,5609.1,41626.8,465.6,64443.1,,,,,
2.9542353968,APPROVED,2019-05-15,15546,46,15500,377445.2,328822.4,5842.0,42780.7,558.3,67008.1,,,,,
2.7417750318,APPROVED,2019-06-15,15526,34,15492,377477.0,327897.4,5866.6,43713.0,478.9,67875.2,,,,,
2.9338267619,APPROVED,2019-07-15,15505,48,15457,379889.3,329267.3,6036.5,44585.5,515.3,66702.0,,,,,
2.8453145365,APPROVED,2019-08-15,15950,52,15898,387107.8,335317.5,6109.6,45680.6,510.7,66939.0,,,,,
2.6127131104,APPROVED,2019-09-15,15431,49,15382,365901.0,316655.8,5601.4,43643.8,462.2,66628.2,,,,,
2.5887678298,APPROVED,2019-10-15,16055,40,16015,373937.4,325291.8,5507.4,43138.2,458.3,64238.7,,,,,
2.5205172172,APPROVED,2019-11-15,16839,48,16791,365832.1,318396.8,5335.5,42099.8,362.2,63463.8,,,,,
2.5771387077,APPROVED,2019-12-15,17839,41,17798,359700.9,312836.9,5195.2,41668.8,323.8,66146.0,,,,,
2.5008485236,APPROVED,2020-01-15,20493,50,20443,346619.8,301707.5,5001.1,39911.2,429.2,64446.3,,,,,
2.4730287518,APPROVED,2020-02-15,18846,46,18800,357174.8,310315.1,5086.8,41772.9,348.0,61892.4,,,,,
2.3419043261,APPROVED,2020-03-15,16686,51,16635,309082.5,268086.1,4560.6,36435.8,350.6,54957.8,,,,,
2.4210480544,APPROVED,2020-04-15,16209,50,16159,228184.7,197611.1,3356.8,27216.8,295.8,23947.2,,,,,
1.8672502098,APPROVED,2020-05-15,17004,48,16956,284613.3,244033.9,4390.5,36188.8,495.1,23577.3,,,,,
1.881584722,APPROVED,2020-06-15,16755,44,16711,332306.6,284282.9,5174.8,42848.9,444.8,32839.2,,,,,
1.8998249338,APPROVED,2020-07-15,17319,53,17266,344989.4,294251.2,5503.1,45235.2,469.5,37833.7,,,,,
1.918478042,APPROVED,2020-08-15,18167,47,18120,345398.2,294179.7,5396.3,45822.2,463.6,38352.8,,,,,
1.9228072171,APPROVED,2020-09-15,16899,44,16855,340477.8,290459.9,5157.9,44860.0,446.1,37671.3,,,,,
1.8441345433,APPROVED,2020-10-15,18479,52,18427,339625.5,290179.5,5042.7,44403.3,449.3,38265.6,,,,,
2.0260752425,APPROVED,2020-11-15,17774,52,17722,321789.4,274803.7,4692.1,42293.7,390.3,41835.8,,,,,
2.1108086797,APPROVED,2020-12-15,19083,48,19035,319786.1,274256.4,4589.2,40940.5,366.5,43403.0,,,,,
2.0335590421,APPROVED,2021-01-15,16414,38,16376,308851.0,264944.5,4372.5,39534.0,412.2,39440.3,,,,,
2.0838552513,APPROVED,2021-02-15,14662,45,14617,312395.4,268106.1,4457.4,39832.0,309.2,39251.9,,,,,
2.1059757715,APPROVED,2021-03-15,14605,24,14581,343691.5,295966.7,4850.3,42874.5,409.2,47080.7,,,,,
2.1903233157,APPROVED,2021-04-15,14928,22,14906,357012.7,305953.0,5178.7,45881.0,500.0,50996.7,,,,,
2.2435454243,APPROVED,2021-05-15,14748,24,14724,362375.6,309893.9,4840.5,47641.2,481.0,50740.7,,,,,
2.5562302083,APPROVED,2021-06-15,12459,22,12437,371400.7,318580.9,4594.2,48225.5,511.6,55393.9,,,,,
2.5615469314,APPROVED,2021-07-15,13263,19,13244,371764.8,318794.3,4677.1,48293.4,608.0,57448.8,,,,,
2.5777169798,APPROVED,2021-08-15,13013,23,12990,368001.8,315952.9,4492.8,47556.1,509.6,56522.2,,,,,
2.3289496993,APPROVED,2021-09-15,13586,26,13560,358900.9,308440.8,4169.8,46290.3,498.2,56934.4,,,,,
2.2650017388,APPROVED,2021-10-15,12927,25,12902,354498.9,306070.4,4034.9,44393.6,448.7,55117.6,,,,,
2.3623622648,APPROVED,2021-11-15,12065,20,12045,351209.9,304391.4,3866.9,42951.6,424.6,56151.1,,,,,
2.3872624729,APPROVED,2021-12-15,12324,22,12302,344177.5,298393.4,3780.9,42003.1,370.8,58914.1,,,,,
2.4148920603,APPROVED,2022-01-15,13103,18,13085,315667.7,273815.2,3472.4,38380.1,321.9,54697.4,,,,,
2.3855409375,APPROVED,2022-02-15,13043,19,13024,339609.5,295297.0,3614.0,40698.4,361.8,55098.3,,,,,
2.4266481554,APPROVED,2022-03-15,12635,31,12604,344118.8,302435.0,3190.4,38493.3,442.5,56419.8,,,,,
